0 0 0 1 0 1 -nan 0.000000
0 0 1 1 0 1 -nan 0.000000
0 1 1 1 0 1 0.000000 0.000000
1 1 1 1 0 1 50.000000 0.000000
2 1 1 1 0 1 66.666667 0.000000
2 1 2 1 0 1 66.666667 0.000000
2 1 2 2 1 1 66.666667 50.000000
3 1 2 2 1 1 75.000000 50.000000
3 1 2 3 2 1 75.000000 66.666667
3 1 3 3 2 1 75.000000 66.666667
3 1 3 4 3 1 75.000000 75.000000
3 1 3 5 4 1 75.000000 80.000000
3 1 4 5 4 1 75.000000 80.000000
3 1 5 5 4 1 75.000000 80.000000
3 1 5 6 5 1 75.000000 83.333333
3 1 5 7 6 1 75.000000 85.714286
3 1 5 8 7 1 75.000000 87.500000
4 1 5 8 7 1 80.000000 87.500000
5 1 5 8 7 1 83.333333 87.500000
5 1 5 9 8 1 83.333333 88.888889
5 1 6 9 8 1 83.333333 88.888889
6 1 6 9 8 1 85.714286 88.888889
7 1 6 9 8 1 87.500000 88.888889
8 1 6 9 8 1 88.888889 88.888889
8 1 7 9 8 1 88.888889 88.888889
8 1 7 10 9 1 88.888889 90.000000
8 1 7 11 10 1 88.888889 90.909091
8 1 7 12 11 1 88.888889 91.666667
8 1 8 12 11 1 88.888889 91.666667
8 1 9 12 11 1 88.888889 91.666667
8 1 10 12 11 1 88.888889 91.666667
8 1 10 13 12 1 88.888889 92.307692
8 1 11 13 12 1 88.888889 92.307692
8 2 11 13 12 1 80.000000 92.307692
9 2 11 13 12 1 81.818182 92.307692
9 2 11 14 13 1 81.818182 92.857143
9 2 12 14 13 1 81.818182 92.857143
9 2 12 15 14 1 81.818182 93.333333
10 2 12 15 14 1 83.333333 93.333333
10 3 12 15 14 1 76.923077 93.333333
10 3 12 16 15 1 76.923077 93.750000
11 3 12 16 15 1 78.571429 93.750000
12 3 12 16 15 1 80.000000 93.750000
12 3 13 16 15 1 80.000000 93.750000
13 3 13 16 15 1 81.250000 93.750000
13 3 13 17 16 1 81.250000 94.117647
13 4 13 17 16 1 76.470588 94.117647
13 4 13 18 17 1 76.470588 94.444444
14 4 13 18 17 1 77.777778 94.444444
14 5 13 18 17 1 73.684211 94.444444
14 5 13 19 18 1 73.684211 94.736842
15 5 13 19 18 1 75.000000 94.736842
15 5 13 20 19 1 75.000000 95.000000
15 5 13 21 20 1 75.000000 95.238095
15 6 13 21 20 1 71.428571 95.238095
15 6 14 21 20 1 71.428571 95.238095
15 7 14 21 20 1 68.181818 95.238095
15 8 14 21 20 1 65.217391 95.238095
15 9 14 21 20 1 62.500000 95.238095
16 9 14 21 20 1 64.000000 95.238095
16 9 15 21 20 1 64.000000 95.238095
17 9 15 21 20 1 65.384615 95.238095
18 9 15 21 20 1 66.666667 95.238095
19 9 15 21 20 1 67.857143 95.238095
20 9 15 21 20 1 68.965517 95.238095
20 10 15 21 20 1 66.666667 95.238095
20 11 15 21 20 1 64.516129 95.238095
20 11 16 21 20 1 64.516129 95.238095
20 11 16 22 21 1 64.516129 95.454545
20 12 16 22 21 1 62.500000 95.454545
20 12 16 23 22 1 62.500000 95.652174
20 12 16 24 22 2 62.500000 91.666667
20 12 17 24 22 2 62.500000 91.666667
20 13 17 24 22 2 60.606061 91.666667
21 13 17 24 22 2 61.764706 91.666667
21 13 17 25 22 3 61.764706 88.000000
21 14 17 25 22 3 60.000000 88.000000
21 14 17 26 23 3 60.000000 88.461538
21 14 17 27 24 3 60.000000 88.888889
21 15 17 27 24 3 58.333333 88.888889
21 16 17 27 24 3 56.756757 88.888889
22 16 17 27 24 3 57.894737 88.888889
23 16 17 27 24 3 58.974359 88.888889
23 16 17 28 24 4 58.974359 85.714286
23 17 17 28 24 4 57.500000 85.714286
23 17 17 29 25 4 57.500000 86.206897
23 17 18 29 25 4 57.500000 86.206897
23 18 18 29 25 4 56.097561 86.206897
23 19 18 29 25 4 54.761905 86.206897
23 19 18 30 26 4 54.761905 86.666667
23 20 18 30 26 4 53.488372 86.666667
24 20 18 30 26 4 54.545455 86.666667
24 20 18 31 27 4 54.545455 87.096774
25 20 18 31 27 4 55.555556 87.096774
25 21 18 31 27 4 54.347826 87.096774
25 21 18 32 27 5 54.347826 84.375000
25 21 18 33 27 6 54.347826 81.818182
25 21 18 34 27 7 54.347826 79.411765
26 21 18 34 27 7 55.319149 79.411765
27 21 18 34 27 7 56.250000 79.411765
28 21 18 34 27 7 57.142857 79.411765
28 21 18 35 27 8 57.142857 77.142857
29 21 18 35 27 8 58.000000 77.142857
30 21 18 35 27 8 58.823529 77.142857
30 21 18 36 28 8 58.823529 77.777778
31 21 18 36 28 8 59.615385 77.777778
31 21 19 36 28 8 59.615385 77.777778
31 21 19 37 29 8 59.615385 78.378378
31 22 19 37 29 8 58.490566 78.378378
32 22 19 37 29 8 59.259259 78.378378
33 22 19 37 29 8 60.000000 78.378378
33 22 19 38 30 8 60.000000 78.947368
33 22 19 39 31 8 60.000000 79.487179
34 22 19 39 31 8 60.714286 79.487179
35 22 19 39 31 8 61.403509 79.487179
36 22 19 39 31 8 62.068966 79.487179
36 22 20 39 31 8 62.068966 79.487179
36 22 20 40 31 9 62.068966 77.500000
36 22 20 41 32 9 62.068966 78.048780
36 22 20 42 33 9 62.068966 78.571429
