8.38567838367 4203.32972498
24.8593425386 4203.32972498
41.3330066934 4203.32972498
57.8066708483 4203.32972498
74.2803350032 4203.32972498
90.7539991581 4203.32972498
107.227663313 4203.32972498
123.701327468 4203.32972498
140.174991623 4203.32972498
156.648655778 4203.32972498
173.122319932 4203.32972498
189.595984087 4203.32972498
206.069648242 4203.32972498
222.543312397 4203.32972498
239.016976552 4203.32972498
255.490640707 4203.32972498
271.964304862 4203.32972498
288.437969017 4203.32972498
304.911633171 4033.59485832
321.385297326 3863.85043694
337.858961481 3863.85043694
354.332625636 3863.85043694
370.806289791 3863.85043694
387.279953946 3863.85043694
403.753618101 3863.85043694
420.227282256 3863.85043694
436.70094641 3863.85043694
453.174610565 3863.85043694
469.64827472 3588.78116156
486.121938875 3588.78116156
502.59560303 3588.78116156
519.069267185 3588.78116156
535.54293134 4138.91971233
552.016595495 4138.91971233
568.49025965 4138.91971233
584.963923804 4138.91971233
601.437587959 4138.91971233
617.911252114 4864.8553439
634.384916269 4864.8553439
650.858580424 4864.8553439
667.332244579 4864.8553439
683.805908734 4864.8553439
700.279572889 3720.70042314
716.753237043 5444.27929297
733.226901198 5147.22082974
749.700565353 5147.22082974
766.174229508 4691.73200835
782.647893663 4691.73200835
799.121557818 4691.73200835
815.595221973 4012.44591992
832.068886128 4012.44591992
848.542550282 5377.62172366
865.016214437 5377.62172366
881.489878592 5377.62172366
897.963542747 5377.62172366
914.437206902 5039.68985677
930.910871057 4701.70088087
947.384535212 4701.70088087
963.858199367 4701.70088087
980.331863521 4701.70088087
996.805527676 4701.70088087
1013.27919183 4701.70088087
1029.75285599 4701.70088087
1046.22652014 4701.70088087
1062.7001843 4701.70088087
1079.17384845 4701.70088087
1095.64751261 4701.70088087
1112.12117676 4701.70088087
1128.59484092 4701.70088087
1145.06850507 4701.70088087
1161.54216923 4701.70088087
1178.01583338 4701.70088087
1194.48949753 4701.70088087
1210.96316169 4701.70088087
