96894.8435 93946.4370 115468.7720 111266.0267 35437.0316 29122.9015 33218.8090 19047.9661 2.4139
86608.6481 93946.4370 115468.7720 111266.0267 35437.0316 33725.4200 37698.2067 30972.7815 2.6046
86113.1320 93946.4370 115468.7720 81807.3916 35437.0316 33770.3779 37698.2067 35774.3575 2.6055
86113.1320 93946.4370 96157.2891 113672.3874 20069.6648 33770.3779 37698.2067 21026.5342 1.5304
106001.0423 93946.4370 96157.2891 101423.8525 20069.6648 17832.9189 37698.2067 21851.9754 1.4496
84860.9583 93946.4370 96157.2891 94530.5987 23879.7870 17832.9189 37698.2067 36133.8375 1.4428
84860.9583 74555.1258 101839.2626 94530.5987 39415.4555 17832.9189 37698.2067 22996.1579 1.5433
98083.2339 74555.1258 115665.3628 94530.5987 36289.1495 17832.9189 37698.2067 27822.4462 2.3907
98083.2339 74555.1258 115665.3628 94530.5987 36289.1495 17832.9189 37698.2067 27822.4462 2.3907
98083.2339 74555.1258 115665.3628 94530.5987 36289.1495 17832.9189 37698.2067 27822.4462 2.3907
112254.0399 74555.1258 92291.2230 77004.6722 36289.1495 17832.9189 34375.3220 27822.4462 1.2714
111240.9031 59103.1479 92291.2230 77004.6722 36289.1495 35567.6464 34375.3220 21402.2757 0.6641
111240.9031 59103.1479 92291.2230 77004.6722 36289.1495 35567.6464 34375.3220 21402.2757 0.6641
111240.9031 63409.9344 65657.7105 108552.0788 36289.1495 35567.6464 34375.3220 26630.5935 0.7531
111240.9031 63409.9344 65657.7105 108552.0788 36289.1495 35567.6464 34375.3220 26630.5935 0.7531
82976.1812 63409.9344 124867.4192 116956.9212 36289.1495 35567.6464 34375.3220 38145.1602 2.4782
88849.1852 63409.9344 90992.1053 116956.9212 21306.4099 35567.6464 34375.3220 32828.8474 0.9146
93937.5780 63409.9344 90992.1053 122251.1153 21306.4099 29988.2110 34375.3220 35167.1995 0.9952
117840.1294 110116.5043 85402.7100 122251.1153 21306.4099 29988.2110 34375.3220 33747.0926 1.1777
117840.1294 110116.5043 85402.7100 122251.1153 21306.4099 29988.2110 34375.3220 33747.0926 1.1777
117840.1294 110116.5043 85402.7100 122251.1153 21306.4099 29988.2110 34375.3220 33747.0926 1.1777
63611.6347 99944.4798 85402.7100 122251.1153 33718.7783 29988.2110 33856.8684 33747.0926 1.0909
63611.6347 99944.4798 85402.7100 122251.1153 33718.7783 29988.2110 33856.8684 33747.0926 1.0909
72991.9089 87589.7661 85402.7100 122251.1153 33718.7783 29988.2110 36245.9337 23332.4058 1.0494
103898.2544 87589.7661 106580.8432 69079.1623 33718.7783 29988.2110 36245.9337 35780.0666 1.7508
103898.2544 87589.7661 94635.6734 69079.1623 25087.2003 34867.2668 36245.9337 39096.0328 1.1134
83782.2803 87589.7661 83331.3923 69079.1623 25087.2003 34867.2668 34931.7072 27322.9774 0.5516
83782.2803 87589.7661 83331.3923 69079.1623 25087.2003 34867.2668 34931.7072 27322.9774 0.5516
83782.2803 87589.7661 83331.3923 69079.1623 25087.2003 34867.2668 34931.7072 27322.9774 0.5516
91194.2607 87589.7661 83331.3923 69079.1623 38886.9024 31223.7307 34931.7072 33069.9976 0.5312
91194.2607 87589.7661 83331.3923 69079.1623 38886.9024 31223.7307 34931.7072 33069.9976 0.5312
91906.8685 87589.7661 83331.3923 58960.9865 17941.9833 31223.7307 34931.7072 37286.8047 0.5360
91906.8685 90765.5238 83331.3923 63699.4967 21676.2876 35362.8354 34931.7072 37286.8047 0.5816
74500.9118 90765.5238 91377.1468 63699.4967 37306.9417 35362.8354 34931.7072 36843.2572 0.8870
74500.9118 90765.5238 91377.1468 63699.4967 37306.9417 35362.8354 34931.7072 36843.2572 0.8870
74500.9118 90765.5238 91377.1468 63699.4967 37306.9417 35362.8354 34931.7072 36843.2572 0.8870
74500.9118 90765.5238 72879.3779 85819.5394 31488.1807 35362.8354 37331.0555 36843.2572 0.6745
74500.9118 90765.5238 72879.3779 85819.5394 31488.1807 35362.8354 37331.0555 36843.2572 0.6745
74500.9118 90765.5238 88262.5178 81493.4457 31488.1807 26806.7087 37331.0555 22840.1052 0.8244
94431.3078 90765.5238 62135.3476 82518.0306 28862.3557 26806.7087 37331.0555 22840.1052 0.8676
94431.3078 90765.5238 62135.3476 82518.0306 28862.3557 26806.7087 37331.0555 22840.1052 0.8676
122009.3059 80443.2965 76044.8046 82518.0306 28862.3557 26806.7087 37331.0555 35646.8141 0.5542
122009.3059 80443.2965 76044.8046 82518.0306 28862.3557 26806.7087 37331.0555 35646.8141 0.5542
86619.8400 68939.3338 98302.1801 82518.0306 28862.3557 26806.7087 37331.0555 35498.8736 1.0936
69374.1618 68939.3338 91052.7572 82518.0306 31186.2460 26806.7087 37331.0555 33719.2722 0.7729
78375.3795 68939.3338 91052.7572 82518.0306 31186.2460 30995.0935 37960.7208 32285.7242 0.8745
78375.3795 78029.0167 104970.3775 82518.0306 28431.0558 30995.0935 37960.7208 32962.9572 1.6769
78375.3795 78029.0167 67173.3691 82518.0306 22375.0401 29631.1053 37960.7208 38249.5492 0.8668
78375.3795 78029.0167 67173.3691 82518.0306 22375.0401 29631.1053 37960.7208 38249.5492 0.8668
91894.9690 78029.0167 63785.7159 104287.9160 22375.0401 29631.1053 37960.7208 28496.1743 0.8255
57851.4478 77001.0880 63785.7159 81790.7439 22375.0401 31530.4616 37960.7208 28496.1743 1.1135
58894.8918 125089.5880 63785.7159 81790.7439 39263.1336 31530.4616 37960.7208 23685.7385 0.8590
58341.2342 125089.5880 63785.7159 81790.7439 36294.2956 27345.5095 37960.7208 34137.3177 0.7997
78878.8629 125089.5880 63785.7159 75464.5195 36294.2956 38449.2366 37246.2582 34137.3177 1.0553
114892.9081 125089.5880 116441.4363 75464.5195 36294.2956 22899.4305 37246.2582 24097.8215 2.9989
74458.0852 125089.5880 116441.4363 123780.0864 36294.2956 38249.7669 37246.2582 24652.6763 3.1796
62927.4739 90529.7600 116441.4363 122799.5437 36294.2956 38249.7669 37246.2582 21780.2981 2.6799
62927.4739 90529.7600 115718.7568 122799.5437 27188.7931 26328.2819 37246.2582 29742.5462 2.4563
95599.2148 90529.7600 115718.7568 108736.5958 27188.7931 27026.4439 37246.2582 18130.1010 2.4425
95599.2148 90529.7600 56415.4576 108736.5958 27188.7931 38208.8138 38885.4852 30693.3855 1.2798
121673.8596 90529.7600 56415.4576 106361.9691 27188.7931 23321.1420 38885.4852 17228.1944 1.0079
66848.6343 90529.7600 56415.4576 107749.8848 27188.7931 30640.6075 38885.4852 31749.5095 1.0949
66848.6343 90529.7600 56415.4576 107749.8848 27188.7931 30640.6075 38885.4852 31749.5095 1.0949
115139.7250 84066.8529 56415.4576 107749.8848 27188.7931 19810.2111 38885.4852 31682.8890 1.1223
115139.7250 84066.8529 56415.4576 107749.8848 27188.7931 19810.2111 38885.4852 31682.8890 1.1223
110347.3366 84066.8529 77869.4185 107749.8848 27188.7931 23659.6564 38885.4852 21757.2119 0.7881
110347.3366 84066.8529 77869.4185 107749.8848 27188.7931 23659.6564 38885.4852 21757.2119 0.7881
96883.0564 104197.1420 77869.4185 107749.8848 27188.7931 39377.9768 38885.4852 23934.3079 1.2063
96883.0564 91059.9791 77869.4185 86388.3398 27188.7931 39377.9768 36449.5717 33504.2993 0.6788
80003.4102 56335.5777 77869.4185 86388.3398 27188.7931 39377.9768 32417.9459 28245.3624 0.5900
80003.4102 56335.5777 77869.4185 86388.3398 27188.7931 39377.9768 32417.9459 28245.3624 0.5900
80003.4102 56335.5777 77869.4185 86388.3398 27188.7931 39377.9768 32417.9459 28245.3624 0.5900
80003.4102 56335.5777 77869.4185 86388.3398 27188.7931 39377.9768 32417.9459 28245.3624 0.5900
121331.3607 56335.5777 77869.4185 86388.3398 25453.7642 35823.8795 32417.9459 36291.8474 0.5651
121331.3607 56335.5777 77869.4185 86388.3398 25453.7642 35823.8795 32417.9459 36291.8474 0.5651
121331.3607 56335.5777 77869.4185 86388.3398 25453.7642 35823.8795 32417.9459 36291.8474 0.5651
