0 53246.2595675 124241.272324
1 54262.793283 126613.184327
2 66154.4324228 154360.34232
3 63785.4054768 148832.612779
11 -5765.7129021 -2471.01981519
13 -11032.053312 -4728.022848
25 -6002.99028069 -2572.71012029
26 2838.75424358 6623.75990169
50 -8309.44981818 -3561.19277922
195 2141.35319359 4996.49078504
0 27469.7381287 64096.0556336
1 28420.9076841 66315.4512628
2 34892.7755215 81416.4762167
3 34288.0976891 80005.5612747
4 -3405.731586 -1459.59925114
5 1648.30838844 3846.05290637
7 1451.19756853 3386.1276599
13 -4635.41028109 -1986.60440618
20 1658.51916794 3869.87805854
50 -4568.04340149 -1957.73288635
