103.698 3491.76
111.877 3546.6
120.057 3559.17
128.236 3557.9
136.415 3526.58
144.594 3465.66
152.774 3384.02
160.953 3279.31
169.132 3177.13
177.311 3127.84
185.491 3181.15
193.67 3269.49
201.849 3336.22
210.028 3376.24
218.208 3390.78
226.387 3382.89
234.566 3357.1
242.745 3317.47
250.925 3264.78
259.104 3204.82
267.283 3157.2
275.462 3119.24
283.642 3103.6
291.821 3118.41
300 3123.69
308.179 3170.53
316.358 3202.38
324.538 3212.46
332.717 3197.86
340.896 3155.04
349.075 3092.83
357.255 3088.9
365.434 3093.19
373.613 3116.68
381.792 3126.56
389.972 3134.43
398.151 3129.62
406.33 3111.61
414.509 3083.43
422.689 3065.38
430.868 3036.25
439.047 2999.27
447.226 2976.84
455.406 2978.64
463.585 3029.1
471.764 3122.41
479.943 3221.14
488.123 3324.07
496.302 3417.71
