1.607431e-829 2.719965e-95 2.008514e-20 2.854805e-03 
1.290544e-806 2.227023e-82 3.012772e-20 5.195142e-03 
3.525050e-746 4.454045e-82 3.200093e-20 6.083454e-03 
7.766558e-387 6.681068e-82 3.387415e-20 8.671370e-03 
1.553312e-386 8.908091e-82 5.842476e-13 1.125929e-02 
2.329967e-386 1.113511e-81 1.168495e-12 1.384720e-02 
3.106623e-386 1.336214e-81 1.752743e-12 1.495811e-02 
3.883279e-386 1.418432e-58 2.336990e-12 1.562587e-02 
6.185498e-384 2.836864e-58 2.921238e-12 1.629362e-02 
2.894701e-339 4.255296e-58 3.505486e-12 1.632514e-02 
2.836557e-274 5.673728e-58 4.089733e-12 1.634317e-02 
5.673115e-274 7.092160e-58 4.106658e-12 1.636119e-02 
8.509672e-274 3.561387e-50 4.123582e-12 1.637922e-02 
1.134623e-273 7.122773e-50 4.140507e-12 1.639725e-02 
1.418279e-273 1.068416e-49 4.157431e-12 1.640297e-02 
1.701934e-273 1.424555e-49 4.174356e-12 1.640732e-02 
1.489510e-234 1.427222e-49 5.103186e-12 1.641168e-02 
5.489014e-206 1.429889e-49 6.658422e-12 1.667712e-02 
1.097803e-205 1.432556e-49 8.213658e-12 1.667733e-02 
1.646704e-205 1.435223e-49 8.407818e-12 1.697856e-02 
1.728699e-203 1.437890e-49 8.601979e-12 1.778316e-02 
3.440931e-203 2.241298e-49 9.530810e-12 1.937091e-02 
5.153163e-203 3.044706e-49 1.045964e-11 2.095866e-02 
6.865395e-203 3.848113e-49 1.104389e-11 2.254640e-02 
8.577627e-203 4.651521e-49 1.162814e-11 2.413415e-02 
1.028986e-202 5.454929e-49 1.221238e-11 2.677637e-02 
7.636650e-198 6.258337e-49 1.279663e-11 2.941858e-02 
1.527320e-197 7.061745e-49 1.372546e-11 3.206080e-02 
2.290974e-197 7.865152e-49 1.384186e-11 3.492839e-02 
3.054629e-197 8.668560e-49 1.405898e-11 3.779598e-02 
1.864237e-194 9.471968e-49 9.210660e-11 4.066357e-02 
3.725420e-194 2.546459e-48 1.701542e-10 4.096450e-02 
5.341083e-194 4.145722e-48 2.482018e-10 4.103493e-02 
7.843758e-184 5.744985e-48 3.262495e-10 4.110536e-02 
1.568752e-183 5.804969e-48 4.042971e-10 4.175891e-02 
2.353127e-183 5.937024e-48 4.823447e-10 4.252042e-02 
3.137503e-183 6.069080e-48 5.603923e-10 4.908151e-02 
3.921879e-183 7.668342e-48 6.428725e-10 5.564260e-02 
4.706255e-183 6.095902e-45 7.253527e-10 5.564901e-02 
5.490631e-183 1.218414e-44 8.078329e-10 5.570474e-02 
6.275006e-183 1.827237e-44 8.903131e-10 5.908475e-02 
7.059382e-183 2.436060e-44 9.727933e-10 6.246475e-02 
4.733611e-169 3.044884e-44 9.728513e-10 6.519186e-02 
9.467222e-169 8.038865e-43 9.729093e-10 6.519399e-02 
1.420083e-168 1.577324e-42 1.020456e-09 6.520187e-02 
1.893444e-168 1.879400e-42 1.068002e-09 6.520975e-02 
2.366806e-168 2.181477e-42 1.115548e-09 6.573888e-02 
2.840167e-168 2.483553e-42 1.163095e-09 6.829723e-02 
3.313528e-168 2.483603e-42 1.210641e-09 7.085557e-02 
3.786889e-168 2.483652e-42 1.258187e-09 7.153240e-02 
4.260250e-168 2.483702e-42 1.305734e-09 7.202474e-02 
4.733611e-168 2.483862e-42 1.353280e-09 7.738932e-02 
5.206972e-168 2.483888e-42 1.400826e-09 8.275390e-02 
5.680333e-168 2.483913e-42 1.448373e-09 8.811848e-02 
6.153694e-168 2.483965e-42 1.495919e-09 9.348306e-02 
6.627055e-168 8.746054e-42 1.543465e-09 9.949887e-02 
7.100417e-168 1.500814e-41 1.811353e-09 1.063479e-01 
7.573778e-168 2.127023e-41 1.920750e-09 1.078639e-01 
8.047139e-168 2.700733e-41 2.030147e-09 1.084635e-01 
1.571900e-167 3.274442e-41 2.139544e-09 1.094490e-01 
1.585797e-167 4.613973e-41 2.248941e-09 1.095078e-01 
