1 0 0 0 0 0 100.000000 -nan
2 0 0 0 0 0 100.000000 -nan
3 0 0 0 0 0 100.000000 -nan
4 0 0 0 0 0 100.000000 -nan
4 1 0 0 0 0 80.000000 -nan
4 2 0 0 0 0 66.666667 -nan
5 2 0 0 0 0 71.428571 -nan
6 2 0 0 0 0 75.000000 -nan
6 3 0 0 0 0 66.666667 -nan
7 3 0 0 0 0 70.000000 -nan
8 3 0 0 0 0 72.727273 -nan
8 4 0 0 0 0 66.666667 -nan
8 5 0 0 0 0 61.538462 -nan
8 6 0 0 0 0 57.142857 -nan
9 6 0 0 0 0 60.000000 -nan
10 6 0 0 0 0 62.500000 -nan
10 7 0 0 0 0 58.823529 -nan
11 7 0 0 0 0 61.111111 -nan
12 7 0 0 0 0 63.157895 -nan
13 7 0 0 0 0 65.000000 -nan
14 7 0 0 0 0 66.666667 -nan
15 7 0 0 0 0 68.181818 -nan
15 8 0 0 0 0 65.217391 -nan
15 9 0 0 0 0 62.500000 -nan
15 10 0 0 0 0 60.000000 -nan
16 10 0 0 0 0 61.538462 -nan
16 11 0 0 0 0 59.259259 -nan
16 12 0 0 0 0 57.142857 -nan
17 12 0 0 0 0 58.620690 -nan
17 13 0 0 0 0 56.666667 -nan
17 14 0 0 0 0 54.838710 -nan
18 14 0 0 0 0 56.250000 -nan
19 14 0 0 0 0 57.575758 -nan
19 15 0 0 0 0 55.882353 -nan
20 15 0 0 0 0 57.142857 -nan
21 15 0 0 0 0 58.333333 -nan
22 15 0 0 0 0 59.459459 -nan
22 16 0 0 0 0 57.894737 -nan
23 16 0 0 0 0 58.974359 -nan
24 16 0 0 0 0 60.000000 -nan
25 16 0 0 0 0 60.975610 -nan
25 17 0 0 0 0 59.523810 -nan
26 17 0 0 0 0 60.465116 -nan
27 17 0 0 0 0 61.363636 -nan
28 17 0 0 0 0 62.222222 -nan
28 18 0 0 0 0 60.869565 -nan
29 18 0 0 0 0 61.702128 -nan
30 18 0 0 0 0 62.500000 -nan
30 19 0 0 0 0 61.224490 -nan
31 19 0 0 0 0 62.000000 -nan
32 19 0 0 0 0 62.745098 -nan
33 19 0 0 0 0 63.461538 -nan
33 20 0 0 0 0 62.264151 -nan
33 21 0 0 0 0 61.111111 -nan
33 22 0 0 0 0 60.000000 -nan
34 22 0 0 0 0 60.714286 -nan
35 22 0 0 0 0 61.403509 -nan
36 22 0 0 0 0 62.068966 -nan
37 22 0 0 0 0 62.711864 -nan
38 22 0 0 0 0 63.333333 -nan
39 22 0 0 0 0 63.934426 -nan
39 23 0 0 0 0 62.903226 -nan
40 23 0 0 0 0 63.492063 -nan
40 24 0 0 0 0 62.500000 -nan
40 25 0 0 0 0 61.538462 -nan
41 25 0 0 0 0 62.121212 -nan
42 25 0 0 0 0 62.686567 -nan
42 26 0 0 0 0 61.764706 -nan
43 26 0 0 0 0 62.318841 -nan
44 26 0 0 0 0 62.857143 -nan
45 26 0 0 0 0 63.380282 -nan
45 27 0 0 0 0 62.500000 -nan
46 27 0 0 0 0 63.013699 -nan
47 27 0 0 0 0 63.513514 -nan
48 27 0 0 0 0 64.000000 -nan
49 27 0 0 0 0 64.473684 -nan
49 28 0 0 0 0 63.636364 -nan
50 28 0 0 0 0 64.102564 -nan
51 28 0 0 0 0 64.556962 -nan
52 28 0 0 0 0 65.000000 -nan
53 28 0 0 0 0 65.432099 -nan
54 28 0 0 0 0 65.853659 -nan
54 29 0 0 0 0 65.060241 -nan
54 30 0 0 0 0 64.285714 -nan
54 31 0 0 0 0 63.529412 -nan
54 32 0 0 0 0 62.790698 -nan
54 33 0 0 0 0 62.068966 -nan
55 33 0 0 0 0 62.500000 -nan
55 34 0 0 0 0 61.797753 -nan
56 34 0 0 0 0 62.222222 -nan
57 34 0 0 0 0 62.637363 -nan
58 34 0 0 0 0 63.043478 -nan
59 34 0 0 0 0 63.440860 -nan
60 34 0 0 0 0 63.829787 -nan
61 34 0 0 0 0 64.210526 -nan
62 34 0 0 0 0 64.583333 -nan
62 35 0 0 0 0 63.917526 -nan
63 35 0 0 0 0 64.285714 -nan
64 35 0 0 0 0 64.646465 -nan
65 35 0 0 0 0 65.000000 -nan
65 36 0 0 0 0 64.356436 -nan
65 37 0 0 0 0 63.725490 -nan
66 37 0 0 0 0 64.077670 -nan
67 37 0 0 0 0 64.423077 -nan
68 37 0 0 0 0 64.761905 -nan
69 37 0 0 0 0 65.094340 -nan
70 37 0 0 0 0 65.420561 -nan
71 37 0 0 0 0 65.740741 -nan
72 37 0 0 0 0 66.055046 -nan
72 38 0 0 0 0 65.454545 -nan
73 38 0 0 0 0 65.765766 -nan
73 39 0 0 0 0 65.178571 -nan
74 39 0 0 0 0 65.486726 -nan
75 39 0 0 0 0 65.789474 -nan
76 39 0 0 0 0 66.086957 -nan
77 39 0 0 0 0 66.379310 -nan
77 40 0 0 0 0 65.811966 -nan
78 40 0 0 0 0 66.101695 -nan
78 41 0 0 0 0 65.546218 -nan
78 42 0 0 0 0 65.000000 -nan
79 42 0 0 0 0 65.289256 -nan
80 42 0 0 0 0 65.573770 -nan
81 42 0 0 0 0 65.853659 -nan
82 42 0 0 0 0 66.129032 -nan
83 42 0 0 0 0 66.400000 -nan
83 43 0 0 0 0 65.873016 -nan
84 43 0 0 0 0 66.141732 -nan
85 43 0 0 0 0 66.406250 -nan
86 43 0 0 0 0 66.666667 -nan
86 44 0 0 0 0 66.153846 -nan
87 44 0 0 0 0 66.412214 -nan
88 44 0 0 0 0 66.666667 -nan
88 45 0 0 0 0 66.165414 -nan
89 45 0 0 0 0 66.417910 -nan
90 45 0 0 0 0 66.666667 -nan
90 46 0 0 0 0 66.176471 -nan
91 46 0 0 0 0 66.423358 -nan
91 47 0 0 0 0 65.942029 -nan
92 47 0 0 0 0 66.187050 -nan
92 48 0 0 0 0 65.714286 -nan
93 48 0 0 0 0 65.957447 -nan
94 48 0 0 0 0 66.197183 -nan
94 49 0 0 0 0 65.734266 -nan
95 49 0 0 0 0 65.972222 -nan
95 50 0 0 0 0 65.517241 -nan
96 50 0 0 0 0 65.753425 -nan
97 50 0 0 0 0 65.986395 -nan
98 50 0 0 0 0 66.216216 -nan
98 51 0 0 0 0 65.771812 -nan
99 51 0 0 0 0 66.000000 -nan
99 52 0 0 0 0 65.562914 -nan
100 52 0 0 0 0 65.789474 -nan
101 52 0 0 0 0 66.013072 -nan
102 52 0 0 0 0 66.233766 -nan
103 52 0 0 0 0 66.451613 -nan
104 52 0 0 0 0 66.666667 -nan
105 52 0 0 0 0 66.878981 -nan
105 53 0 0 0 0 66.455696 -nan
105 54 0 0 0 0 66.037736 -nan
106 54 0 0 0 0 66.250000 -nan
107 54 0 0 0 0 66.459627 -nan
108 54 0 0 0 0 66.666667 -nan
109 54 0 0 0 0 66.871166 -nan
110 54 0 0 0 0 67.073171 -nan
110 55 0 0 0 0 66.666667 -nan
110 56 0 0 0 0 66.265060 -nan
110 57 0 0 0 0 65.868263 -nan
111 57 0 0 0 0 66.071429 -nan
112 57 0 0 0 0 66.272189 -nan
112 58 0 0 0 0 65.882353 -nan
113 58 0 0 0 0 66.081871 -nan
114 58 0 0 0 0 66.279070 -nan
115 58 0 0 0 0 66.473988 -nan
115 59 0 0 0 0 66.091954 -nan
115 60 0 0 0 0 65.714286 -nan
115 61 0 0 0 0 65.340909 -nan
116 61 0 0 0 0 65.536723 -nan
116 62 0 0 0 0 65.168539 -nan
117 62 0 0 0 0 65.363128 -nan
118 62 0 0 0 0 65.555556 -nan
118 63 0 0 0 0 65.193370 -nan
119 63 0 0 0 0 65.384615 -nan
120 63 0 0 0 0 65.573770 -nan
121 63 0 0 0 0 65.760870 -nan
122 63 0 0 0 0 65.945946 -nan
123 63 0 0 0 0 66.129032 -nan
123 64 0 0 0 0 65.775401 -nan
124 64 0 0 0 0 65.957447 -nan
125 64 0 0 0 0 66.137566 -nan
126 64 0 0 0 0 66.315789 -nan
127 64 0 0 0 0 66.492147 -nan
127 65 0 0 0 0 66.145833 -nan
127 66 0 0 0 0 65.803109 -nan
127 67 0 0 0 0 65.463918 -nan
127 68 0 0 0 0 65.128205 -nan
127 69 0 0 0 0 64.795918 -nan
128 69 0 0 0 0 64.974619 -nan
129 69 0 0 0 0 65.151515 -nan
129 70 0 0 0 0 64.824121 -nan
130 70 0 0 0 0 65.000000 -nan
130 71 0 0 0 0 64.676617 -nan
131 71 0 0 0 0 64.851485 -nan
132 71 0 0 0 0 65.024631 -nan
133 71 0 0 0 0 65.196078 -nan
134 71 0 0 0 0 65.365854 -nan
135 71 0 0 0 0 65.533981 -nan
136 71 0 0 0 0 65.700483 -nan
137 71 0 0 0 0 65.865385 -nan
138 71 0 0 0 0 66.028708 -nan
139 71 0 0 0 0 66.190476 -nan
140 71 0 0 0 0 66.350711 -nan
140 72 0 0 0 0 66.037736 -nan
140 73 0 0 0 0 65.727700 -nan
140 74 0 0 0 0 65.420561 -nan
141 74 0 0 0 0 65.581395 -nan
141 75 0 0 0 0 65.277778 -nan
142 75 0 0 0 0 65.437788 -nan
143 75 0 0 0 0 65.596330 -nan
143 76 0 0 0 0 65.296804 -nan
143 77 0 0 0 0 65.000000 -nan
144 77 0 0 0 0 65.158371 -nan
145 77 0 0 0 0 65.315315 -nan
145 78 0 0 0 0 65.022422 -nan
146 78 0 0 0 0 65.178571 -nan
147 78 0 0 0 0 65.333333 -nan
148 78 0 0 0 0 65.486726 -nan
149 78 0 0 0 0 65.638767 -nan
149 79 0 0 0 0 65.350877 -nan
150 79 0 0 0 0 65.502183 -nan
150 80 0 0 0 0 65.217391 -nan
151 80 0 0 0 0 65.367965 -nan
152 80 0 0 0 0 65.517241 -nan
152 81 0 0 0 0 65.236052 -nan
153 81 0 0 0 0 65.384615 -nan
154 81 0 0 0 0 65.531915 -nan
155 81 0 0 0 0 65.677966 -nan
155 82 0 0 0 0 65.400844 -nan
155 83 0 0 0 0 65.126050 -nan
156 83 0 0 0 0 65.271967 -nan
157 83 0 0 0 0 65.416667 -nan
158 83 0 0 0 0 65.560166 -nan
159 83 0 0 0 0 65.702479 -nan
160 83 0 0 0 0 65.843621 -nan
161 83 0 0 0 0 65.983607 -nan
162 83 0 0 0 0 66.122449 -nan
163 83 0 0 0 0 66.260163 -nan
163 84 0 0 0 0 65.991903 -nan
164 84 0 0 0 0 66.129032 -nan
165 84 0 0 0 0 66.265060 -nan
166 84 0 0 0 0 66.400000 -nan
166 85 0 0 0 0 66.135458 -nan
167 85 0 0 0 0 66.269841 -nan
168 85 0 0 0 0 66.403162 -nan
168 86 0 0 0 0 66.141732 -nan
168 87 0 0 0 0 65.882353 -nan
168 88 0 0 0 0 65.625000 -nan
169 88 0 0 0 0 65.758755 -nan
170 88 0 0 0 0 65.891473 -nan
