0 0 1 0 0 0 -nan -nan
81 102 128 133 77 56 44.262295 57.894737
81 102 129 133 77 56 44.262295 57.894737
82 102 129 133 77 56 44.565217 57.894737
83 102 129 133 77 56 44.864865 57.894737
83 102 130 133 77 56 44.864865 57.894737
83 102 131 133 77 56 44.864865 57.894737
83 102 131 134 78 56 44.864865 58.208955
83 102 132 134 78 56 44.864865 58.208955
83 102 133 134 78 56 44.864865 58.208955
83 103 133 134 78 56 44.623656 58.208955
83 103 133 135 78 57 44.623656 57.777778
83 103 133 136 78 58 44.623656 57.352941
83 103 133 137 79 58 44.623656 57.664234
84 103 133 137 79 58 44.919786 57.664234
84 104 133 137 79 58 44.680851 57.664234
84 104 134 137 79 58 44.680851 57.664234
85 104 134 137 79 58 44.973545 57.664234
85 104 135 137 79 58 44.973545 57.664234
86 104 135 137 79 58 45.263158 57.664234
86 105 135 137 79 58 45.026178 57.664234
86 105 136 137 79 58 45.026178 57.664234
87 105 136 137 79 58 45.312500 57.664234
87 106 136 137 79 58 45.077720 57.664234
87 107 136 137 79 58 44.845361 57.664234
87 107 137 137 79 58 44.845361 57.664234
87 107 138 137 79 58 44.845361 57.664234
87 107 138 138 80 58 44.845361 57.971014
87 107 138 139 81 58 44.845361 58.273381
87 107 138 140 82 58 44.845361 58.571429
87 108 138 140 82 58 44.615385 58.571429
87 108 138 141 83 58 44.615385 58.865248
87 109 138 141 83 58 44.387755 58.865248
87 109 138 142 83 59 44.387755 58.450704
87 109 139 142 83 59 44.387755 58.450704
87 110 139 142 83 59 44.162437 58.450704
88 110 139 142 83 59 44.444444 58.450704
88 111 139 142 83 59 44.221106 58.450704
88 111 140 142 83 59 44.221106 58.450704
88 112 140 142 83 59 44.000000 58.450704
88 112 141 142 83 59 44.000000 58.450704
88 113 141 142 83 59 43.781095 58.450704
88 114 141 142 83 59 43.564356 58.450704
88 114 142 142 83 59 43.564356 58.450704
89 114 142 142 83 59 43.842365 58.450704
90 114 142 142 83 59 44.117647 58.450704
90 114 142 143 83 60 44.117647 58.041958
90 115 142 143 83 60 43.902439 58.041958
90 116 142 143 83 60 43.689320 58.041958
91 116 142 143 83 60 43.961353 58.041958
91 116 142 144 84 60 43.961353 58.333333
91 116 142 145 85 60 43.961353 58.620690
91 117 142 145 85 60 43.750000 58.620690
92 117 142 145 85 60 44.019139 58.620690
92 117 143 145 85 60 44.019139 58.620690
92 117 143 146 86 60 44.019139 58.904110
92 117 144 146 86 60 44.019139 58.904110
92 118 144 146 86 60 43.809524 58.904110
92 119 144 146 86 60 43.601896 58.904110
92 119 144 147 87 60 43.601896 59.183673
92 119 145 147 87 60 43.601896 59.183673
92 119 146 147 87 60 43.601896 59.183673
92 119 147 147 87 60 43.601896 59.183673
92 119 148 147 87 60 43.601896 59.183673
92 119 148 148 88 60 43.601896 59.459459
92 119 148 149 88 61 43.601896 59.060403
92 119 149 149 88 61 43.601896 59.060403
92 120 149 149 88 61 43.396226 59.060403
92 121 149 149 88 61 43.192488 59.060403
92 121 149 150 88 62 43.192488 58.666667
92 122 149 150 88 62 42.990654 58.666667
92 122 149 151 88 63 42.990654 58.278146
92 122 150 151 88 63 42.990654 58.278146
92 123 150 151 88 63 42.790698 58.278146
92 124 150 151 88 63 42.592593 58.278146
92 125 150 151 88 63 42.396313 58.278146
92 125 150 152 88 64 42.396313 57.894737
92 125 151 152 88 64 42.396313 57.894737
93 125 151 152 88 64 42.660550 57.894737
93 125 152 152 88 64 42.660550 57.894737
93 125 152 153 88 65 42.660550 57.516340
93 125 152 154 89 65 42.660550 57.792208
94 125 152 154 89 65 42.922374 57.792208
94 126 152 154 89 65 42.727273 57.792208
94 126 152 155 90 65 42.727273 58.064516
94 126 152 156 91 65 42.727273 58.333333
94 126 152 157 91 66 42.727273 57.961783
94 126 152 158 91 67 42.727273 57.594937
95 126 152 158 91 67 42.986425 57.594937
95 127 152 158 91 67 42.792793 57.594937
95 128 152 158 91 67 42.600897 57.594937
95 129 152 158 91 67 42.410714 57.594937
95 129 153 158 91 67 42.410714 57.594937
95 130 153 158 91 67 42.222222 57.594937
95 131 153 158 91 67 42.035398 57.594937
95 131 153 159 91 68 42.035398 57.232704
95 131 153 160 91 69 42.035398 56.875000
95 132 153 160 91 69 41.850220 56.875000
96 132 153 160 91 69 42.105263 56.875000
96 132 153 161 91 70 42.105263 56.521739
97 132 153 161 91 70 42.358079 56.521739
98 132 153 161 91 70 42.608696 56.521739
98 132 154 161 91 70 42.608696 56.521739
99 132 154 161 91 70 42.857143 56.521739
100 132 154 161 91 70 43.103448 56.521739
100 132 155 161 91 70 43.103448 56.521739
101 132 155 161 91 70 43.347639 56.521739
101 132 156 161 91 70 43.347639 56.521739
101 133 156 161 91 70 43.162393 56.521739
101 133 157 161 91 70 43.162393 56.521739
101 133 158 161 91 70 43.162393 56.521739
101 133 158 162 92 70 43.162393 56.790123
101 133 158 163 92 71 43.162393 56.441718
101 133 159 163 92 71 43.162393 56.441718
102 133 159 163 92 71 43.404255 56.441718
103 133 159 163 92 71 43.644068 56.441718
103 134 159 163 92 71 43.459916 56.441718
104 134 159 163 92 71 43.697479 56.441718
104 135 159 163 92 71 43.514644 56.441718
104 135 159 164 93 71 43.514644 56.707317
104 135 160 164 93 71 43.514644 56.707317
104 135 160 165 94 71 43.514644 56.969697
105 135 160 165 94 71 43.750000 56.969697
106 135 160 165 94 71 43.983402 56.969697
107 135 160 165 94 71 44.214876 56.969697
107 136 160 165 94 71 44.032922 56.969697
108 136 160 165 94 71 44.262295 56.969697
108 136 161 165 94 71 44.262295 56.969697
109 136 161 165 94 71 44.489796 56.969697
109 136 161 166 94 72 44.489796 56.626506
109 136 161 167 95 72 44.489796 56.886228
109 136 162 167 95 72 44.489796 56.886228
110 136 162 167 95 72 44.715447 56.886228
111 136 162 167 95 72 44.939271 56.886228
111 136 163 167 95 72 44.939271 56.886228
111 137 163 167 95 72 44.758065 56.886228
111 138 163 167 95 72 44.578313 56.886228
111 138 163 168 96 72 44.578313 57.142857
111 138 163 169 96 73 44.578313 56.804734
111 138 163 170 97 73 44.578313 57.058824
111 138 163 171 98 73 44.578313 57.309942
111 138 163 172 99 73 44.578313 57.558140
111 139 163 172 99 73 44.400000 57.558140
111 139 164 172 99 73 44.400000 57.558140
111 139 164 173 100 73 44.400000 57.803468
111 140 164 173 100 73 44.223108 57.803468
111 141 164 173 100 73 44.047619 57.803468
111 142 164 173 100 73 43.873518 57.803468
111 142 164 174 101 73 43.873518 58.045977
111 142 165 174 101 73 43.873518 58.045977
111 142 166 174 101 73 43.873518 58.045977
111 142 166 175 101 74 43.873518 57.714286
111 143 166 175 101 74 43.700787 57.714286
111 144 166 175 101 74 43.529412 57.714286
111 144 166 176 102 74 43.529412 57.954545
111 145 166 176 102 74 43.359375 57.954545
111 145 166 177 103 74 43.359375 58.192090
111 145 166 178 103 75 43.359375 57.865169
111 145 166 179 104 75 43.359375 58.100559
111 145 166 180 105 75 43.359375 58.333333
111 145 167 180 105 75 43.359375 58.333333
111 145 168 180 105 75 43.359375 58.333333
112 145 168 180 105 75 43.579767 58.333333
112 145 169 180 105 75 43.579767 58.333333
112 146 169 180 105 75 43.410853 58.333333
112 147 169 180 105 75 43.243243 58.333333
113 147 169 180 105 75 43.461538 58.333333
113 147 170 180 105 75 43.461538 58.333333
113 147 171 180 105 75 43.461538 58.333333
114 147 171 180 105 75 43.678161 58.333333
114 147 172 180 105 75 43.678161 58.333333
114 147 172 181 106 75 43.678161 58.563536
114 148 172 181 106 75 43.511450 58.563536
114 148 172 182 107 75 43.511450 58.791209
114 149 172 182 107 75 43.346008 58.791209
114 149 173 182 107 75 43.346008 58.791209
114 149 174 182 107 75 43.346008 58.791209
114 150 174 182 107 75 43.181818 58.791209
115 150 174 182 107 75 43.396226 58.791209
115 150 174 183 108 75 43.396226 59.016393
115 150 175 183 108 75 43.396226 59.016393
115 150 175 184 109 75 43.396226 59.239130
115 150 176 184 109 75 43.396226 59.239130
115 151 176 184 109 75 43.233083 59.239130
115 151 177 184 109 75 43.233083 59.239130
115 151 177 185 110 75 43.233083 59.459459
116 151 177 185 110 75 43.445693 59.459459
116 151 178 185 110 75 43.445693 59.459459
116 152 178 185 110 75 43.283582 59.459459
116 152 179 185 110 75 43.283582 59.459459
116 152 180 185 110 75 43.283582 59.459459
116 153 180 185 110 75 43.122677 59.459459
