103.698 1589.84
111.877 1589.84
120.057 1589.84
128.236 1589.84
136.415 1589.84
144.594 1589.84
152.774 1589.84
160.953 1589.84
169.132 1589.84
177.311 1589.84
185.491 1589.84
193.67 1589.84
201.849 1691.25
210.028 1691.25
218.208 1691.25
226.387 1691.25
234.566 1691.25
242.745 1691.25
250.925 1691.25
259.104 1691.25
267.283 1691.25
275.462 1691.25
283.642 1691.25
291.821 1691.25
300 2339.29
308.179 2222.91
316.358 2222.91
324.538 2222.91
332.717 2222.91
340.896 2222.91
349.075 2222.91
357.255 2222.91
365.434 2222.91
373.613 2222.91
381.792 2222.91
389.972 2222.91
398.151 2222.91
406.33 1560.09
414.509 1560.09
422.689 1560.09
430.868 1560.09
439.047 1560.09
447.226 1560.09
455.406 1560.09
463.585 1560.09
471.764 1560.09
479.943 1560.09
488.123 1560.09
496.302 1560.09
